,systematic_number,title_de,token_count,outlier_tfidf,outlier_w2v,outlier_short,outlier_score,exclude
226,310.800,Verordnung betreffend Ausrichtung von Inkonvenienzentschädigungen für Geburtshilfe und Wochenbettbetreuung,56,False,False,False,0,False
227,390.170,Grabmalverordnung,413,False,False,False,0,False
228,390.760,"Vertrag betreffend die Kremation von Leichen aus dem Kanton Aargau im Krematorium der Stadt Basel zwischen dem Kanton Basel-Stadt, vertreten durch seinen Regierungsrat, handelnd aufgrund von § 17 des Gesetzes betreffend die Bestattungen, und dem Kanton Aargau namens dessen Gemeinden, vertreten durch den Regierungsrat, handelnd aufgrund seines Aufsichtsrechts gemäss § 1 der Vollziehungsverordnung vom 26. Februar 1946 zum Gesetz über das öffentliche Gesundheitswesen des Kantons Aargau vom 28. November 1919",132,False,False,False,0,False
229,390.860,Vertrag zwischen dem Kanton Basel-Stadt einerseits und der Einwohnergemeinde Bettingen anderseits betreffend den Gottesacker Bettingen (nachfolgend Friedhof),159,False,True,False,1,False
230,390.880,Vertrag zwischen dem Kanton Basel-Stadt einerseits und der Einwohnergemeinde Riehen anderseits betreffend den Gottesacker Riehen,317,False,False,False,0,False
231,390.900,Beschluss des Regierungsrates betreffend Bewilligung eines besonderen israelitischen Friedhofs,151,False,False,False,0,False
232,460.210,Verordnung über die Gebühren im Bereich der Maturitätskurse für Berufstätige,63,False,False,False,0,False
233,460.220,Verordnung über die Abschlussprüfungen der Maturitätskurse für Berufstätige,427,False,False,False,0,False
234,590.200,Verordnung über die von der Feuerwehr zu erhebenden Gebühren,231,False,False,False,0,False
235,790.150,Verordnung betreffend die Sachverständigen der Baurekurskommission,32,False,False,False,0,False
236,820.100,Einführungsgesetz zum Bundesgesetz über die Familienzulagen,615,False,False,False,0,False
237,117.480,Übereinkommen zwischen dem Kanton Basel-Stadt und dem Kanton Basel-Landschaft betreffend Verlegung der Kantonsgrenze beim Margarethenstich,98,False,False,False,0,False
238,118.750,Vereinbarung über die Bikantonale Geschäftsstelle Eventverkehr St. Jakob,308,False,False,False,0,False
239,212.410,Verordnung zum kantonalen Kindes- und Erwachsenenschutzgesetz,871,True,False,False,1,False
240,212.470,"Verordnung über die Beiträge der Kinder, Jugendlichen und Eltern an die Kosten der Unterbringung von Kindern und Jugendlichen in Heimen und in Pflegefamilien",272,False,True,False,1,False
241,214.300,Geoinformationsgesetz,349,False,False,False,0,False
242,214.307,Kantonale Verordnung über den Kataster der öffentlich-rechtlichen Eigentumsbeschränkungen,143,False,False,False,0,False
243,214.310,Verordnung über das Grundbuch,645,False,False,False,0,False
244,214.710,Verordnung betreffend Einführung des Bundesgesetzes über das bäuerliche Bodenrecht,87,False,False,False,0,False
245,215.450,Verordnung über die Räumung von Wohnräumen im Rahmen des Exmissionsverfahrens,352,False,False,False,0,False
246,215.600,Normalarbeitsvertrag für landwirtschaftliche Arbeitsverhältnisse im Kanton Basel-Stadt,732,False,False,False,0,False
247,215.700,Normalarbeitsvertrag für Arbeitnehmende im Haushalt einschliesslich der 24-Stunden-Betreuung im Kanton Basel-Stadt,1317,True,False,False,1,False
248,253.100,Übertretungsstrafgesetz,722,False,False,False,0,False
249,257.110,Verordnung über die Durchführung des polizeilichen Ermittlungsverfahrens bei Vergehen und Übertretungen,170,False,True,False,1,False
250,257.118,Verordnung betreffend Betteln an neuralgischen und besonders sensiblen Örtlichkeiten,29,False,False,False,0,False
251,257.120,"Verordnung über die Zusammensetzung, Organisation und Befugnisse der Staatsanwaltschaft",908,False,False,False,0,False
252,257.815,Verordnung betreffend die Einführung der Interkantonalen Vereinbarung über die computergestützte Zusammenarbeit der Kantone bei der Aufklärung von Gewaltdelikten,49,False,False,False,0,False
253,258.100,Gesetz über die Begnadigung,205,False,False,False,0,False
254,258.200,Gesetz über den Justizvollzug,760,False,False,False,0,False
255,258.400,Gesetz über den Vollzug von jugendstrafrechtlichen Sanktionen,474,False,False,False,0,False
256,258.500,Vertrag zwischen den Kantonen Basel-Stadt und Zug zur Errichtung und zum Betrieb einer gemeinsamen Strafanstalt im Bostadel (Kanton Zug),258,False,False,False,0,False
257,291.100,Advokaturgesetz,723,False,False,False,0,False
258,291.900,Reglement über das Anwaltsexamen,265,False,False,False,0,False
259,292.400,Verordnung über den Notariatstarif,663,False,False,False,0,False
260,321.200,Vollziehungsverordnung zur eidgenössischen Epidemiengesetzgebung,113,False,False,False,0,False
261,323.100,Gesetz über Behandlung und Einweisung psychisch kranker Personen,776,False,False,False,0,False
262,329.110,Verordnung betreffend Beiträge an die unentgeltliche Pflege und Betreuung von dauernd pflegebedürftigen Personen zu Hause,222,False,False,False,0,False
263,610.150,Verordnung über das zentrale Forderungsinkasso,243,False,False,False,0,False
264,610.500,Staatsbeitragsgesetz,349,False,False,False,0,False
265,650.510,Verordnung zum Gesetz über die Besteuerung der Motorfahrzeuge,109,False,False,False,0,False
266,660.200,Verordnung über den Vollzug der Eidgenössischen Verrechnungssteuer im Kanton Basel-Stadt,85,False,False,False,0,False
267,RiE 730.350,Reglement über die Organisation der Ortsbildkommission,126,False,False,False,0,False
268,740.100,Gesetz über Enteignung und Impropriation,1273,True,False,False,1,False
269,569.100,Gesetz betreffend öffentliche Filmvorführungen und Abgabe von elektronischen Trägermedien,343,False,False,False,0,False
270,576.800,Vereinbarung zwischen den Kantonen über die interkantonale Hilfeleistung durch den Zivilschutz bei Katastrophen und in Notlagen,99,False,False,False,0,False
271,576.900,"Vereinbarung zwischen dem Regierungspräsidium Freiburg und dem Kanton Basel-Stadt über die gegenseitige Information bei Gefahren und Schäden, die sich auf das Hoheitsgebiet des Nachbarstaates auswirken können",135,False,False,False,0,False
272,576.950,"Vereinbarung zwischen dem Präfekten des Departements Haut-Rhin und dem Kanton Basel-Stadt über die gegenseitige Information über Gefahren und Schäden, die sich auf das Hoheitsgebiet des Nachbarstaates auswirken können",138,False,False,False,0,False
273,640.100,Gesetz über die direkten Steuern,8912,True,False,False,1,False
274,562.320,Verordnung betreffend Messen und Märkte in der Stadt Basel,621,False,False,False,0,False
275,563.150,Reglement über den Fähigkeitsausweis und über die Durchführung der Wirtefachprüfung (Prüfungsreglement),201,False,False,False,0,False
276,563.200,Gesetz betreffend das Erbringen von Taxidienstleistungen,383,False,False,False,0,False
277,563.250,Prüfungsreglement zum Taxigesetz,410,False,False,False,0,False
278,640.110,Verordnung zum Gesetz über die direkten Steuern,4032,True,False,False,1,False
279,331.100,Gesetz über die öffentlichen Spitäler des Kantons Basel-Stadt,361,False,False,False,0,False
280,331.300,Staatsvertrag zwischen den Kantonen Basel-Stadt und Basel-Landschaft über das Universitäts-Kinderspital beider Basel,463,False,False,False,0,False
281,332.640,"Grossratsbeschluss betreffend 1. Gewährung eines Staatsbeitrages an die Um- und Neubauten der ersten Bauetappe des Claraspitals, 2. Übernahme einer Bürgschaft für die von der St. Claraspital AG zu beschaffende I. Hypothek, 3. Projektierungskredit für die zweite Bauetappe des Claraspitals",85,False,False,False,0,False
282,361.200,Verordnung betreffend die Gebühren und Vergütungen des Kantonalen Veterinäramtes,61,False,False,False,0,False
283,361.400,Sömmerungsvorschriften des Kantons Basel-Stadt,838,False,False,False,0,False
284,365.100,Gesetz betreffend das Halten von Hunden,490,False,False,False,0,False
285,365.500,Verordnung über den Tierschutz,131,False,False,False,0,False
286,369.400,Beschluss des Regierungsrates betreffend die Gebühren für die Benützung der Tierkörpersammelstelle (TKS) des Veterinäramtes des Kantons Basel-Stadt,31,False,False,False,0,False
287,410.120,Verordnung über die Rechte und Pflichten der Schülerinnen und Schüler,351,False,True,False,1,False
288,410.600,Verordnung betreffend Verwaltung und Verwendung des Schulfonds der Primarschule Kleinbasel,30,False,False,False,0,False
289,410.700,Verordnung über die Beurteilung und die Schullaufbahnentscheide der Schülerinnen und Schüler der Volksschule und der weiterführenden Schulen,2774,True,True,False,2,False
290,411.350,Verordnung für die Schulleitungen der Volksschulen,790,False,False,False,0,False
291,411.400,Ordnung für die Lehrpersonen,294,False,False,False,0,False
292,411.600,"Verordnung betreffend Ferien und Urlaub, die ausserordentliche Entlastung und die Stellvertretung von Lehrpersonen an den vom Kanton geführten Schulen",361,False,False,False,0,False
293,412.100,Vereinbarung zwischen dem Kanton Basel-Stadt und den Gemeinden Bettingen und Riehen betreffend die kommunale Primarstufe,326,False,False,False,0,False
294,412.600,Verordnung über die Tagesstrukturen und die Ferienangebote,233,False,False,False,0,False
295,412.750,Verordnung über die Schulung und Förderung von Schülerinnen und Schülern mit besonderem Bildungsbedarf sowie die Spitalschulung,1093,False,False,False,0,False
296,414.700,Ordnung betreffend die Benutzung der Pädagogischen Dokumentationsstelle des Kantons Basel-Stadt,313,False,False,False,0,False
297,414.800,Ordnung für die Schulbibliotheken,183,False,False,False,0,False
298,415.150,Verordnung über die Aufgaben und die Zusammensetzung der Kinder- und Jugendkommission,52,False,False,False,0,False
299,419.100,Schulgeldverordnung,54,False,False,False,0,False
300,419.500,Interkantonale Vereinbarung zur Harmonisierung von Ausbildungsbeiträgen,507,False,False,False,0,False
301,419.630,Interkantonale Vereinbarung über die Zusammenarbeit im Bereich der Sonderpädagogik,280,False,False,False,0,False
302,419.901,Verordnung der SDK über die Anerkennung kantonaler Ausbildungsabschlüsse im Gesundheitswesen in der Schweiz,234,False,False,False,0,False
303,421.100,Gesetz betreffend die Allgemeine Gewerbeschule Basel (AGS Basel) und die Schule für Gestaltung Basel (SfG Basel),399,False,False,False,0,False
304,421.760,Verordnung für den Lehrgang «Link zum Beruf» an der Allgemeinen Gewerbeschule Basel,635,False,False,False,0,False
305,424.510,Kursgeldverordnung für den Passerellen-Lehrgang,51,False,False,False,0,False
306,427.920,Verordnung über den Bildungsgang Pflege HF am Bildungszentrum Gesundheit Basel-Stadt,266,False,False,False,0,False
307,427.950,Verordnung über den Bildungsgang Kindererziehung HF zur diplomierten Kindererzieherin HF / zum diplomierten Kindererzieher HF,550,False,False,False,0,False
308,428.100,"Vertrag zwischen den Kantonen Aargau, Basel-Landschaft, Basel-Stadt und Solothurn über die Fachhochschule Nordwestschweiz (FHNW)",1127,False,False,False,0,False
309,440.400,Gesetz über das Universitätsgut,100,False,False,False,0,False
310,440.450,Verordnung betreffend die Unveräusserlichkeit des Universitätsgutes,91,False,True,False,1,False
311,442.300,Interkantonale Vereinbarung über die Beiträge an die Ausbildungskosten von universitären Hochschulen,575,False,False,False,0,False
312,442.400,Vertrag zwischen den Kantonen Basel-Landschaft und Basel-Stadt über die gemeinsame Trägerschaft der Universität Basel,1312,False,False,False,0,False
313,442.700,Interkantonale Vereinbarung über den schweizerischen Hochschulbereich,291,False,False,False,0,False
314,446.420,Vereinbarung zwischen den Kantonen Basel-Stadt und Aargau über die Zusammenarbeit zwischen der Medizinischen Fakultät der Universität Basel und den an der Ausbildung von Medizinstudenten beteiligten Spitälern im Kanton Aargau,81,False,False,False,0,False
315,447.650,Vertrag zwischen den Kantonen Basel-Landschaft und Basel-Stadt über die gemeinsame Trägerschaft des Schweizerischen Tropen- und Public Health-Instituts,675,False,True,False,1,False
316,451.800,Eintritts- und Verwaltungs-Ordnung des Anatomischen Museums Basel,90,False,False,False,0,False
317,453.200,Gesetz über die öffentliche Statistik,417,False,False,False,0,False
318,491.400,Verordnung für die Verwaltung und Verwendung des Stipendienfonds der Basler Schulen,110,False,False,False,0,False
319,491.800,Reglement über die Verwendung des Kredites zur Ausbildung und Betreuung von Studentinnen und Studenten sowie anderen Nachwuchskräften aus Entwicklungsländern,106,False,False,False,0,False
320,494.100,Vertrag zwischen den Kantonen Basel-Landschaft und Basel-Stadt über die Abgeltung kultureller Zentrumsleistungen,141,False,False,False,0,False
321,494.330,Verordnung zur Förderung der Kulturvermittlung im Kanton Basel-Stadt,159,False,False,False,0,False
322,494.800,Verordnung über die Verwendung des Kunstkredits,211,False,False,False,0,False
323,497.120,Archäologieverordnung,815,False,True,False,1,False
324,497.150,Richtlinien der Kommission für Denkmalsubventionen,342,False,False,False,0,False
325,497.800,Vertrag über die Römerstadt Augusta Raurica,275,False,False,False,0,False
326,510.110,Verordnung betreffend die Kantonspolizei des Kantons Basel-Stadt,768,False,False,False,0,False
327,510.170,Verordnung betreffend die Kommission für Gewaltschutz,29,False,False,False,0,False
328,510.300,Konkordat über die polizeiliche Zusammenarbeit in der Nordwestschweiz,217,False,False,False,0,False
329,510.500,Übereinkunft betreffend die Polizeitransporte,534,True,False,False,1,False
330,510.700,Konkordat über Errichtung und Betrieb einer interkantonalen Polizeischule Hitzkirch,1032,True,False,False,1,False
331,561.100,Einführungsgesetz zum Bundesgesetz über Geldspiele,118,False,False,False,0,False
332,561.120,Verordnung über die Verwendung von Geldern aus dem Swisslos-Fonds,246,False,False,False,0,False
333,561.121,Verordnung über die Swisslos-Sportfonds-Kommission und die Verwendung der Mittel aus dem Swisslos-Sportfonds,223,False,False,False,0,False
334,649.200,Konkordat zwischen den Kantonen der Schweizerischen Eidgenossenschaft über den Ausschluss von Steuerabkommen,221,False,False,False,0,False
335,649.500,"Grossratsbeschluss betreffend Steuerbefreiung der EUROFIMA, Europäische Gesellschaft für die Finanzierung von Eisenbahnmaterial, im Kanton Basel-Stadt",27,False,False,False,0,False
336,649.810,Vereinbarung zwischen dem Schweizerischen Bundesrat und der Regierung der Französischen Republik über die Besteuerung der Erwerbseinkünfte von Grenzgängern,92,False,False,False,0,False
337,685.320,Verordnung über Bauten auf dem Dreispitz-Areal,408,False,False,False,0,False
338,685.340,Betriebsreglement für die öffentlichen Materiallagerplätze Basel-Dreispitz (Dreispitz-Verwaltung),1129,True,False,False,1,False
339,695.100,Gebäudeversicherungsgesetz,566,False,False,False,0,False
340,695.300,Schatzungs- und Abgrenzungsbestimmungen zum Gebäudeversicherungsgesetz,223,False,False,False,0,False
341,695.500,Beitragsreglement der Gebäudeversicherung,203,False,False,False,0,False
342,721.700,Verordnung betreffend den Vollzug des Bundesgesetzes über die Nationalstrassen vom 8. März 1960,331,False,False,False,0,False
343,721.840,Vertrag zwischen der Schweizerischen Eidgenossenschaft und der Bundesrepublik Deutschland über die Strasse zwischen Lörrach und Weil am Rhein auf schweizerischem Gebiet,990,True,False,False,1,False
344,724.115,Ausführungsbestimmungen zur Verordnung zum Gesetz über die Nutzung des öffentlichen Raumes,2030,True,False,False,1,False
345,727.500,Gesetz über Strassenreinigungsbeiträge,23,False,False,False,0,False
346,727.510,Verordnung zum Gesetz über Strassenreinigungsbeiträge,67,False,False,False,0,False
347,730.100,Bau- und Planungsgesetz,5008,True,False,False,1,False
348,730.120,Verordnung über die Gebühren der Baubewilligungsbehörden,270,False,False,False,0,False
349,730.310,Verordnung über die Erstellung von Parkplätzen für Personenwagen,531,False,False,False,0,False
350,730.320,Verordnung über die Erstellung von Abstellplätzen für Velos und Mofas,153,False,False,False,0,False
351,735.200,Verordnung über den Brandschutz,674,False,False,False,0,False
352,771.300,Gesetz betreffend Einführung des Bundesgesetzes über Nutzbarmachung der Wasserkräfte,49,False,False,False,0,False
353,771.500,Gesetz über die Nutzung von öffentlichem Fluss- und Grundwasser,161,False,False,False,0,False
354,771.600,Concession de la Confédération Suisse pour l’extension du remous du Rhin sur territoire suisse jusqu’à l’embouchure de la Birse en vue de la construction et de l’exploitation d’ouvrages sur le Rhin près de Kembs destinés à la production de force hydraulique et à la navigation,3184,False,True,False,1,False
355,771.940,Grossratsbeschluss betreffend die Durchführung der Verlegung der Kleinbasler Teiche,25,False,False,False,0,False
356,772.300,Gesetz über die Industriellen Werke Basel,1254,True,False,False,1,False
357,772.301,Verordnung zur Einführung des neuen IWB-Gesetzes,11,False,True,True,2,True
358,772.310,Verordnung betreffend Organisation der Energie- und Trinkwasserversorgung,68,False,True,False,1,False
359,772.350,Verordnung betreffend die von den IWB Industrielle Werke Basel zu entrichtende Konzessionsgebühr,109,False,False,False,0,False
360,772.430,Gebührentarif der IWB Industrielle Werke Basel für die elektrische Energie,450,False,True,False,1,False
361,772.500,Ausführungsbestimmungen von IWB Industrielle Werke Basel betreffend die Abgabe von Gas,1528,False,True,False,1,False
362,772.630,Gebührentarif der IWB Industrielle Werke Basel betreffend Fernwärme,67,False,False,False,0,False
363,780.750,Verordnung über die Gebühren des Amtes für Umwelt und Energie,167,False,False,False,0,False
364,781.500,Verordnung zur kurzfristigen Bekämpfung übermässiger Luftschadstoff-Immissionen infolge austauscharmer Wetterlagen,112,False,False,False,0,False
365,782.420,Verordnung betreffend Strassenmusik und Strassenkunst,109,False,False,False,0,False
366,784.300,Verordnung über die Gebühren der Abteilung Stadtentwässerung im Tiefbauamt,166,False,False,False,0,False
367,784.710,Vertrag zwischen Basel-Stadt und Lörrach über die Ableitung des Schmutzwassers der Kanalisation von Lörrach in den Rhein,390,False,False,False,0,False
368,784.720,"Vertrag zwischen dem Kanton Basel-Stadt, vertreten durch den Regierungsrat (nachfolgend «Kanton» genannt) und der Gemeinde Inzlingen, Landkreis Lörrach, vertreten durch den Bürgermeister (nachfolgend «Gemeinde» genannt), betreffend den Anschluss des Kanalisationsnetzes der Gemeinde Inzlingen an das baselstädtische Kanalisationsnetz und Reinigung des Abwassers in der Abwasserreinigungsanlage Basel",219,False,False,False,0,False
369,784.730,"Vertrag zwischen dem Kanton Basel-Stadt, vertreten durch den Regierungsrat (nachfolgend «Kanton» genannt) und der Stadt Weil am Rhein, vertreten durch den Oberbürgermeister (nachfolgend «Stadt» genannt), betreffend den Anschluss der Kanalisation der «Siedlung 14 Linden» an das baselstädtische Kanalisationsnetz und Reinigung des Abwassers in der Abwasserreinigungsanlage Basel",255,False,False,False,0,False
370,785.150,Richtlinien für die Verwirklichung des Konzeptes über die Abwasserreinigung,108,False,False,False,0,False
371,786.100,Abfallverordnung,293,False,False,False,0,False
372,786.170,Gebührentarif der IWB Industrielle Werke Basel betreffend die Entgegennahme von Abfällen zur Verbrennung in der Kehrichtverwertungsanlage (KVA),269,False,False,False,0,False
373,786.370,"Vertrag zwischen dem Kanton Basel-Stadt, vertreten durch das Baudepartement, und dem Landkreis Lörrach, vertreten durch den Landrat, betreffend die Verbrennung von Siedlungsabfällen in der Kehrichtverbrennunganlage (KVA) Basel",288,False,False,False,0,False
374,786.400,"Vertrag zwischen Ciba-Geigy AG, Basel, und Kanton Basel-Stadt, vertreten durch den Regierungsrat, Kanton Basel-Landschaft, vertreten durch den Regierungsrat, betreffend Sonderabfallverbrennung",216,False,False,False,0,False
375,789.100,Gesetz über den Natur- und Landschaftsschutz,717,False,False,False,0,False
376,789.110,Verordnung über den Natur- und Landschaftsschutz,866,False,False,False,0,False
377,789.700,Baumschutzgesetz,284,False,False,False,0,False
378,810.140,Verordnung über die vom Amt für Wirtschaft und Arbeit zu erhebenden Gebühren,129,False,False,False,0,False
379,812.810,Verordnung zum Bundesgesetz über die Sicherheit von technischen Einrichtungen und Geräten,43,False,False,False,0,False
380,819.179,Verordnung betreffend Härtefallprogramm für Unternehmen im Zusammenhang mit der Covid-19-Pandemie im Jahr 2022,379,False,False,False,0,False
381,819.600,Verordnung über die Meldepflicht der Arbeitgeber bei bevorstehenden Entlassungen,81,False,False,False,0,False
382,819.850,Reglement betreffend Gewährung von Bürgschaften,81,False,False,False,0,False
383,819.879,Verordnung betreffend Härtefallprogramm für Unternehmen im Zusammenhang mit der Covid-19-Pandemie,395,False,False,False,0,False
384,831.300,Verordnung über die Erhebung von Sondergebühren durch die Kantonale Ausgleichskasse/AHV,21,False,True,False,1,False
385,832.750,Vertrag zwischen dem Kanton Basel-Stadt und der Einwohnergemeinde Riehen betreffend den Vollzug im Bereich Ergänzungsleistungen und Beihilfen bei Personen mit Wohnsitz in Riehen,186,False,False,False,0,False
386,834.420,Entfernung der Pflegeheimliste aus der Gesetzessammlung,38,False,False,False,0,False
387,835.200,Gesetz betreffend den Fonds zur Bekämpfung der Arbeitslosigkeit,78,False,False,False,0,False
388,835.600,Beschluss des Regierungsrates betreffend Arbeitslosenfonds in Auflösung,161,False,False,False,0,False
389,861.250,Verordnung betreffend den Wohnflächenanteil,104,False,False,False,0,False
390,869.209,Grossratsbeschluss betreffend Gewährung eines Staatsbeitrages an die Erstellungskosten von Alterswohnungen des Vereins für Kranken- und Hauspflege St. Matthäus am Bläsiring 98,114,False,False,False,0,False
391,869.501,Grossratsbeschluss betreffend Gewährung eines Staatsbeitrages an die Genossenschaft für die Sozialwerke der Heilsarmee für den Umbau des Männerheimes «Hospiz Rheinblick» am Oberen Rheinweg 75 in Basel,122,False,False,False,0,False
392,869.750,Vertrag zwischen den Kantonen Basel-Landschaft und Basel-Stadt über die Nutzung und Abgeltung ambulanter Angebote der Behindertenhilfe und allfälliger Folgekosten,174,False,False,False,0,False
393,910.200,Standortförderungsgesetz,559,False,False,False,0,False
394,910.210,Verordnung zum Standortförderungsgesetz,1250,False,False,False,0,False
395,910.230,Verordnung zum Stadtbelebungsfonds,125,False,False,False,0,False
396,910.500,Interkantonale Vereinbarung zum Abbau technischer Handelshemmnisse,181,False,False,False,0,False
397,911.900,Gesetz über Freizeitgärten,189,False,False,False,0,False
398,914.200,Einführungsgesetz zur Interkantonalen Vereinbarung über das öffentliche Beschaffungswesen,110,False,False,False,0,False
399,914.210,Einführungsverordnung zur Interkantonalen Vereinbarung über das öffentliche Beschaffungswesen,585,False,False,False,0,False
400,914.600,Interkantonale Vereinbarung über das öffentliche Beschaffungswesen,2527,True,False,False,1,False
401,951.100,Gesetz über den öffentlichen Verkehr,459,False,False,False,0,False
402,952.601,"Vorschriften über die Benutzung der Parkhäuser City, Elisabethen, Steinen und Storchen sowie St. Jakob mit Aussenparkfläche",166,False,False,False,0,False
403,952.610,Tarifordnung betreffend die Parkhäuser Basel-Stadt,188,False,False,False,0,False
404,952.700,Gesetz gegen den Bau von öffentlichen Autoparkgaragen in der Innerstadt,43,False,False,False,0,False
405,953.800,Vereinbarung über die Basler Verkehrs-Betriebe und die BLT Baselland Transport AG,284,False,False,False,0,False
406,953.820,"Vertrag zwischen den Basler Verkehrs-Betrieben (BVB) und der Trambahngesellschaft Basel-Aesch AG, nachstehend TBA genannt",102,False,False,False,0,False
407,954.400,Bundesbeschluss betreffend Konzession einer normalspurigen Güterbahn vom Rheinhafen Kleinhüningen zum Badischen Verschubbahnhof in Basel,252,False,False,False,0,False
408,954.510,"Vertrag zwischen der schweizerischen Eidgenossenschaft und dem Grossherzogtum Baden, betreffend die Weiterführung der badischen Eisenbahnen über schweizerisches Gebiet",772,False,False,False,0,False
409,954.550,"Vertrag über die Verlegung des Personenbahnhofes und den Umbau der übrigen Bahnhofteile der Grossherzoglich Badischen Staatseisenbahnen in Basel, abgeschlossen zwischen dem Regierungsrat des Kantons Basel-Stadt und der Grossherzoglichen Generaldirektion der Badischen Staatseisenbahnen",441,False,False,False,0,False
410,954.551,"Nachtrags-Vertrag zum Vertrag vom 24./31. März 1900 über die Verlegung des Personenbahnhofes und den Umbau der übrigen Bahnhofteile der Grossherzoglichen Badischen Staatseisenbahnen in Basel, abgeschlossen zwischen dem Regierungsrat des Kantons Basel-Stadt und der Grossherzoglichen Generaldirektion der Badischen Staatseisenbahnen",231,False,False,False,0,False
411,954.560,Vereinbarung über die deutschen Eisenbahnstrecken auf Schweizer Gebiet,441,False,False,False,0,False
412,955.460,Hafenordnung für die Rheinhäfen beider Basel,2066,False,False,False,0,False
413,955.470,Gebührentarif der Schweizerischen Rheinhäfen,493,False,False,False,0,False
414,956.300,Notenwechsel vom 15. Mai 1965 betreffend Erhebung der Umsatzsteuer auf den Bau- und Einrichtungsarbeiten des Flughafens Basel-Mülhausen,250,False,False,False,0,False
415,119.500,Gesetz über die internationale Zusammenarbeit zwecks Armutsbekämpfung und Stärkung der nachhaltigen Entwicklung,120,False,False,False,0,False
416,121.100,Bürgerrechtsgesetz,424,False,False,False,0,False
417,121.110,Verordnung zum Bürgerrechtsgesetz,623,False,True,False,1,False
418,122.700,Verordnung über die Gebühren für die Bewilligung der Beschäftigung ausländischer Arbeitskräfte,61,False,False,False,0,False
419,131.100,Gesetz betreffend Initiative und Referendum,874,False,True,False,1,False
420,133.300,Verordnung über das Vernehmlassungsverfahren,92,False,False,False,0,False
421,151.100,Gesetz betreffend Ausstattung der neuen Gesamtausgabe der Basler Gesetzessammlung mit negativer Rechtskraft,20,False,False,False,0,False
422,151.210,Verordnung zum Gesetz über Publikationen im Kantonsblatt und über die Gesetzessammlung des Kantons Basel-Stadt,282,False,False,False,0,False
423,152.100,Gesetz über die Geschäftsordnung des Grossen Rates,1620,True,False,False,1,False
424,153.115,Weisung betreffend Ausrichtung von Sitzungsgeldern,197,False,False,False,0,False
425,153.150,Verordnung betreffend Organisation und Kompetenzen der Departemente und übrigen Verwaltungseinheiten,16,False,False,True,1,False
426,153.260,Gesetz über die Information und den Datenschutz,1363,False,False,False,0,False
427,153.275,Verordnung über den Einsatz von unbemannten Luftfahrzeugen bei der Kantonspolizei als Pilotversuch,280,False,False,False,0,False
428,153.280,Geschäftsordnung des Regierungsrates zum Gesetz über die Information und den Datenschutz,161,False,False,False,0,False
429,153.320,Verordnung über die Informationssicherheit,299,False,False,False,0,False
430,153.350,Verordnung über die IT-Governance der kantonalen Verwaltung,158,False,False,False,0,False
431,153.500,Verordnung über die Mitwirkung der Quartierbevölkerung,34,False,False,False,0,False
432,RiE 153.300,Reglement über die Informationssicherheit der Gemeinde Riehen,455,False,False,False,0,False
433,154.110,Organisations- und Verfahrensreglement des Gerichtsrats,304,False,False,False,0,False
434,154.120,Reglement über das Dolmetscherwesen an den Gerichten,313,False,False,False,0,False
435,154.123,"Reglement über das von den Präsidentinnen und Präsidenten, nebenamtlichen Richterinnen und Richtern, Gerichtsschreiberinnen und Gerichtsschreibern sowie den Mitarbeitenden der Gerichte abzulegende Handgelübde",229,False,False,False,0,False
436,154.125,"Reglement über das Finanz- und Rechnungswesen, das Inkasso- und das Nachzahlungsverfahren der Gerichte",242,False,False,False,0,False
437,154.130,Verordnung betreffend das Arbeitsgericht,71,False,False,False,0,False
438,154.160,Organisationsreglement des Gerichts für fürsorgerische Unterbringungen,181,False,False,False,0,False
439,154.190,Organisationsreglement des Jugendgerichts,171,False,False,False,0,False
440,154.810,Reglement über die Gerichtsgebühren,950,False,False,False,0,False
441,154.980,Verordnung betreffend die Verfahrenskosten für die Strafverfolgungsbehörden,336,False,False,False,0,False
442,162.110,Verordnung zum Personalgesetz,540,False,False,False,0,False
443,162.410,Verordnung betreffend Ferien und Urlaub der Mitarbeiterinnen und Mitarbeiter des Kantons Basel-Stadt,739,False,False,False,0,False
444,162.880,Verordnung über dienstrechtliche Bestimmungen zur Einführung des Bundesgesetzes über die verdeckte Ermittlung,198,False,False,False,0,False
445,162.890,Personalverordnung für die Mitarbeiterinnen und Mitarbeiter der Justizvollzugsanstalt Bostadel,366,False,False,False,0,False
446,164.540,Verordnung betreffend Mischpensen,81,False,False,False,0,False
447,166.100,Gesetz betreffend die Pensionskasse Basel-Stadt,563,False,False,False,0,False
448,169.200,Verordnung über die Sozialpartnerschaftliche Zusammenarbeit in der Kantonalen Verwaltung Basel-Stadt,183,False,False,False,0,False
449,169.600,Verordnung betreffend das Ideen-Management in der öffentlichen Verwaltung Basel-Stadt,284,False,False,False,0,False
450,170.610,Verordnung zum Finanz- und Lastenausgleichgesetz,53,False,False,False,0,False
451,171.300,Gesetz betreffend Verschmelzung der Gemeinde Kleinhüningen mit der Stadt Basel,206,False,False,False,0,False
452,171.510,Vertrag betreffend Verlegung der Gemeindegrenze zwischen der Stadt Basel und der Gemeinde Riehen im Geviert Bäumlihof,58,False,False,False,0,False
453,171.600,Urkunde zur Sicherstellung des in die kantonale Verwaltung übergegangenen Vermögens der Stadtgemeinde Basel,167,False,False,False,0,False
